qd1,qd2,phrase1,phrase2,label
969,970,cash work half turn feeble light one thigh one polethin arm brace face slop light rapt dynamic immobility tireless elbow,sky sheetlightning slumber lightly tree motionless ruffle last twig swollen increase though quick young,1
971,972,begin rain,first harsh sparse swift drop rush leaf across ground long sigh though relief intolerable suspense,1
973,974,big buckshot warm though fire gun sweep across lantern vicious hiss,pa lift face slackmouthed wet black rim snuff plaster close along base gum behind slackfaced astonishment muses though beyond time upon ultimate outrage,1
975,976,cash look sky lantern,saw falter run gleam pistoning edge unbroken,1
977,978,get something cover lantern say,pa go house,1
979,980,rain rush suddenly without thunder without warn sort swept onto porch upon edge instant cash wet skin,yet motion saw falter though arm function tranquil conviction rain illusion mind,1
981,982,wear jewel raincoat carry dewey dell,squat lantern cash reach back pick four stick drive earth take dewey dell raincoat pa spread stick form roof lantern,1
983,984,pa watch,dont know say,1
985,986,darl take coat,get wet cash say,1
987,988,take saw move unhurried imperviousness piston move oil soak scrawny tireless lean light body boy old man,pa watch blinking,1
989,990,face stream look sky expression dumb brooding outrage yet vindication though expect less stir move gaunt stream pick board tool lay,vernon tull cash wear mr tuil raincoat vernon hunt saw,1
991,992,find pa hand,dont go house rain,1
993,994,cash say,pa look face stream slowly,1
995,996,though upon face carve savage caricaturist monstrous burlesque bereavement flow,go cash say,1
997,998,vernon finish pa look item,sleeve jewel coat short,1
999,1000,upon face rain stream slow cold glycerin,dont begrudge wet say,1
1001,1002,move fall shift plank pick lay carefully though glass,go lantern pull propped raincoat knock cash cony fix back,1
1003,1004,get house cash say,lead pa house return raincoat fold place beneath shelter lantern sits,1
1005,1006,vernon stop,look still saw,1
1007,1008,ought first say,know fix rain,1
1009,1010,fever cash say,look board,1
1011,1012,ay vernon say,come anyway,1
1013,1014,cash squint board,long flank rain crash steadily myriad fluctuant,1
1015,1016,go bevel say,take time vernon say,1
1017,1018,cash set plank edge moment longer vernon watch hand plane,vernon hold board steady cash bevel edge tedious minute care jeweler,1
1019,1020,mr tull come edge porch call vernon,near,1
1021,1022,say,vernon look,1
1023,1024,long,yet watch cash stoop plank turgid savage gleam lantern slick raincoat move,1
1025,1026,go get plank barn finish come ram say,catch death,1
1027,1028,vernon move,vernon say,1
1029,1030,wont long say,well spell,1
1031,1032,mr tull watch,reenters house,1
1033,1034,get tight could take plank vernon say,help put back,1
1035,1036,cash cease plane squint along plank wipe palm,give next one say,1
1037,1038,time toward dawn rain cease,yet day cash drive last nail stand stiffly look finish coffin others watch,1
1039,1040,lantern light face calm muse slowly stroke hand raincoated thigh gesture deliberate final compose,four cash pa vernon peabody raise coffin shoulder turn toward house,1
1041,1042,light yet move slowly empty yet carry carefully lifeless yet move hush precautionary word one another speak though complete slumber lightly alive wait come awake,dark floor foot clump awkwardly though long time walk floor,1
1043,1044,set bed,peabody say quietly let eat snack almost daylight cash,1
1045,1046,return trestle stoop lantern feeble glare gather tool wipe cloth carefully put box leather sling go shoulder,take box lantern raincoat return house mount step faint silhouette pal east,1
1047,1048,strange room must empty sleep,empty sleep,1
1049,1050,empty sleep,fill sleep never,1
1051,1052,dont know,dont know,1
1053,1054,jewel know know know whether,empty sleep,1
1055,1056,beyond unlamped wall hear rain shape wagon load longer fell saw yet bought either lie wagon though since wind rain shape jewel asleep,since sleep isnot rain wind,1
1057,1058,yet wagon wagon addie bundren,jewel addie bundren must,1
1059,1060,must could empty sleep strange room,empty yet,1
1061,1062,surface nail grip,twice grippingsurface seam,1
1063,1064,water seep slant,water move easy straight across,1
1065,1066,house people upright two third time,seam joint make upanddown,1
1067,1068,stress upanddown,bed people lie time joint seam make sideways stress sideways,1
1069,1070,except,body square like crosstie,1
1071,1072,animal magnetism,animal magnetism dead body make stress come slant seam joint coffin make bevel,1
1073,1074,see old grave earth sink bevel,natural hole sink center stress upanddown,1
1075,1076,make bevel,make neater job,1
1077,1078,pull road spring dozen wagon already,quick found,1
1079,1080,say rive still rise,say already cover high watermark bridgepiling ever see,1
1081,1082,bridge wont stand whole lot water say,somebody told anse,1
1083,1084,told quick say,say reckons boy heard unloaded way,1
1085,1086,say load get across,well go bury new hope armstid say,1
1087,1088,bridge old,well get soon armstid say,1
1089,1090,anse meet u door,shave good,1
1091,1092,long cut jaw wear sunday pant white shirt neckband button,drawn smooth hump make look big ever like white shirt face different,1
1093,1094,look folk eye dignify face tragic compose shake u hand walk onto porch scrape shoe little stiff sunday clothes sunday clothes rustle look full meet u,lord giveth say,1
1095,1096,lord giveth,boy,1
1097,1098,peabody told come kitchen holler swarm claw cora found cooking fish dewey dell take barn,team right,1
1099,1100,peabody say,right tell,1
1101,1102,give bait morning,buggy seem right,1
1103,1104,give nickel know boy team broke away,broke anywhere fix say,1
1105,1106,woman folk go house,hear talk fan,1
1107,1108,fan go whish,whish,1
1109,1110,whish talk talk sound kind like bee murmur water bucket,men stop porch talk look one another,1
1111,1112,howdy vernon say,howdy tull,1
1113,1114,look like rain,rain,1
1115,1116,come quick,go away slow,1
1117,1118,cash fill hole lie bore top,trim plug one time wood wet hard work could cut tin hide hole nobody would nt know difference,1
1119,1120,would nt mind anyway,see spend hour trim wedge like glass work could reach around picked tip dozen stick drove joint make,1
1121,1122,finish go back front,men go little piece house sit end board sawhorse make last night sit squat whitfield aint come yet,1
1123,1124,look eye ask,say,1
1125,1126,ready nail,get anse come file clod look u return porch,1
1127,1128,scrape shoe careful wait one another j first milling little door,anse stand inside door dignify compose,1
1129,1130,wave u lead way room,laid reverse,1
1131,1132,cash make clockshape like pic coffin seam bevel every joint scrubbed plane tight drum neat sew basket laid head foot would nt crush dress,wedding dress flareout bottom laid head foot dress could spread make veil mosquito bar auger hole face would nt show,1
1133,1134,go whitfield come,wet muddy waist come,1
1135,1136,lord comfort house say,late bridge go,1
1137,1138,go old ford swum horse lord protect,grace upon house,1
1139,1140,go back trestle plankends sit squat,know would go armstid say,1
1141,1142,long time ere bridge quick say,lord kept yon mean uncle billy say,1
1143,1144,dont know ere man touch hammer twentyfive year,long uncle billy,1
1145,1146,quick say,built let see year uncle billy say,1
1147,1148,mind first man cross peabody come house jody born,cross every time wife litter since wore long billy peabody say,1
1149,1150,laugh suddenly loud suddenly quiet,look little aside one another,1
1151,1152,lot folk cross wont cross bridge houston say,fact littlejohn say,1
1153,1154,one aint way armstid say,lt take twothree day get town wagon,1
1155,1156,go week get jefferson back,anse itch take jefferson anyway,1
1157,1158,want come,mind set,1
1159,1160,anse set quick say,ay uncle billy say,1
1161,1162,like man let everything slide life get set something make trouble everybody know,well take lord get river,1
1163,1164,peabody say anse cant,reckon quick say,1
1165,1166,take care anse long time,fact littlejohn say,1
1167,1168,long quit armstid say,reckon like everybody else around uncle billy say,1
1169,1170,long cant quit,cash come,1
1171,1172,put clean shirt hair wet combed smooth brow smooth black paint onto head squat stiffly among u watch,feel weather aint,1
1173,1174,armstid say,cash say nothing,1
1175,1176,broke bone always feel littlejohn say,fellow broke bone tell acoming,1
1177,1178,lucky cash get broke leg armstid say,might hurt bedrid far fall cash,1
1179,1180,twentyeight foot four half inch cash say,move beside,1
1181,1182,fellow sho slip quick wet plank quick say,bad say,1
1183,1184,make balance,could nt holp say,1
1185,1186,dont mind folk fall,cotton corn mind,1
1187,1188,neither peabody mind folk fall,bout doc,1
1189,1190,fact,wash clean outen ground,1
1191,1192,seem like something always happen,course,1
1193,1194,worth anything,nothing nt happen everybody make big crop reckon would worth raise,1
1195,1196,well durn like see work wash outen ground work sweat,fact,1
1197,1198,fellow would nt mind see wash could turn rain,man,1
1199,1200,color eye,ay,1
1201,1202,lord make grow,durn woman say,1
1203,1204,house woman begin sing,hear first line commence begin swell take hold rise move toward door take hat throw chew away,1
1205,1206,go,stop step clumped hold hat lax hand front behind stand one foot advanced head lower look aside hat hand earth sky one another grave compose face,1
